source_page,source_table,group,count,amount,source_sheet,category,item,source_file,period,item_norm
4,1,Mai BF Chicken Cutlet Combo,5.0,70.0,data 3,,Mai BF Chicken Cutlet Combo,June_Data_Matrix,2025-06,mai bf chicken cutlet combo
4,1,Chili Pepper Fried Chicken (8),4.0,45.96,data 3,,Chili Pepper Fried Chicken (8),June_Data_Matrix,2025-06,chili pepper fried chicken (8)
4,1,Cream Cheese Wonton（6）,7.0,38.93,data 3,,Cream Cheese Wonton（6）,June_Data_Matrix,2025-06,cream cheese wonton（6）
4,1,Brown Sugar Milk Tea NO BOBA (24oz),9.0,35.56,data 3,,Brown Sugar Milk Tea NO BOBA (24oz),June_Data_Matrix,2025-06,brown sugar milk tea no boba (24oz)
4,1,Rice Noodle,25.0,37.73,data 3,,Rice Noodle,June_Data_Matrix,2025-06,rice noodle
4,1,Wasabi Spiced Fried Chicken(8),3.0,33.97,data 3,,Wasabi Spiced Fried Chicken(8),June_Data_Matrix,2025-06,wasabi spiced fried chicken(8)
4,1,Bottled Soda,17.0,32.61,data 3,,Bottled Soda,June_Data_Matrix,2025-06,bottled soda
4,1,White Rice - DINE IN,35.0,34.5,data 3,,White Rice - DINE IN,June_Data_Matrix,2025-06,white rice - dine in
4,1,Mango Milk Tea (24oz),7.0,32.87,data 3,,Mango Milk Tea (24oz),June_Data_Matrix,2025-06,mango milk tea (24oz)
4,1,White Rice,7.0,26.6,data 3,,White Rice,June_Data_Matrix,2025-06,white rice
4,1,Plain Fried Rice,8.0,29.99,data 3,,Plain Fried Rice,June_Data_Matrix,2025-06,plain fried rice
4,1,Hot Tea,12.0,29.36,data 3,,Hot Tea,June_Data_Matrix,2025-06,hot tea
4,1,Orange Crush,7.0,22.13,data 3,,Orange Crush,June_Data_Matrix,2025-06,orange crush
4,1,Mango Milk Tea,4.0,19.62,data 3,,Mango Milk Tea,June_Data_Matrix,2025-06,mango milk tea
4,1,House Tossed Rice Noodle,1.0,15.99,data 3,,House Tossed Rice Noodle,June_Data_Matrix,2025-06,house tossed rice noodle
5,1,House Tossed Ramen,2.0,31.98,data 3,,House Tossed Ramen,June_Data_Matrix,2025-06,house tossed ramen
5,1,Thai Milk Tea NO BOBA (24oz),5.0,19.71,data 3,,Thai Milk Tea NO BOBA (24oz),June_Data_Matrix,2025-06,thai milk tea no boba (24oz)
5,1,Bottled Water,7.0,15.1,data 3,,Bottled Water,June_Data_Matrix,2025-06,bottled water
5,1,Thai Milk Tea,4.0,20.4,data 3,,Thai Milk Tea,June_Data_Matrix,2025-06,thai milk tea
5,1,Crispy French Fries(LG),3.0,14.37,data 3,,Crispy French Fries(LG),June_Data_Matrix,2025-06,crispy french fries(lg)
5,1,Pepsi Zero,4.0,14.36,data 3,,Pepsi Zero,June_Data_Matrix,2025-06,pepsi zero
5,1,Braised Chicken,4.0,11.88,data 3,,Braised Chicken,June_Data_Matrix,2025-06,braised chicken
5,1,Pork Bun (1),5.0,10.01,data 3,,Pork Bun (1),June_Data_Matrix,2025-06,pork bun (1)
5,1,Tangy Honey Mustard Fried Chicken(8),3.0,33.97,data 3,,Tangy Honey Mustard Fried Chicken(8),June_Data_Matrix,2025-06,tangy honey mustard fried chicken(8)
5,1,Ramen,6.0,8.55,data 3,,Ramen,June_Data_Matrix,2025-06,ramen
5,1,Braised Egg,4.0,8.36,data 3,,Braised Egg,June_Data_Matrix,2025-06,braised egg
5,1,Chunked Beef,2.0,7.87,data 3,,Chunked Beef,June_Data_Matrix,2025-06,chunked beef
5,1,Strawberry Milk Tea  (24oz),3.0,11.33,data 3,,Strawberry Milk Tea  (24oz),June_Data_Matrix,2025-06,strawberry milk tea  (24oz)
5,1,Ramune - Original,2.0,5.98,data 3,,Ramune - Original,June_Data_Matrix,2025-06,ramune - original
5,1,Braised Pork,2.0,5.87,data 3,,Braised Pork,June_Data_Matrix,2025-06,braised pork
5,1,Mai‘s Special Sauce,6.0,5.8,data 3,,Mai‘s Special Sauce,June_Data_Matrix,2025-06,mai‘s special sauce
5,1,Shrimp (8),2.0,5.25,data 3,,Shrimp (8),June_Data_Matrix,2025-06,shrimp (8)
5,1,Open Food,1.0,5.0,data 3,,Open Food,June_Data_Matrix,2025-06,open food
5,1,Sweet Tea,1.0,3.59,data 3,,Sweet Tea,June_Data_Matrix,2025-06,sweet tea
5,1,Ramune - Melon,1.0,3.59,data 3,,Ramune - Melon,June_Data_Matrix,2025-06,ramune - melon
5,1,北冰洋 Orange Soda,1.0,3.59,data 3,,北冰洋 Orange Soda,June_Data_Matrix,2025-06,北冰洋 orange soda
5,1,Ramune - Strawberry,1.0,2.99,data 3,,Ramune - Strawberry,June_Data_Matrix,2025-06,ramune - strawberry
6,1,Mai‘s special Sauce,2.0,2.2,data 3,,Mai‘s special Sauce,June_Data_Matrix,2025-06,mai‘s special sauce
6,1,Braised Egg （2）,1.0,1.94,data 3,,Braised Egg （2）,June_Data_Matrix,2025-06,braised egg （2）
6,1,White Rice-To Go,1.0,1.75,data 3,,White Rice-To Go,June_Data_Matrix,2025-06,white rice-to go
6,1,Add Boba,1.0,0.75,data 3,,Add Boba,June_Data_Matrix,2025-06,add boba
6,1,Water,,0.0,data 3,,Water,June_Data_Matrix,2025-06,water
6,1,Thai Milk Tea (24oz),1.0,5.7,data 3,,Thai Milk Tea (24oz),June_Data_Matrix,2025-06,thai milk tea (24oz)
6,1,Golden kiwi,9.0,32.49,data 3,,Golden kiwi,June_Data_Matrix,2025-06,golden kiwi
1,1,All Day Menu,,43088.72,data 1,,,July_Data_Matrix (1),2025-07,all day menu
1,1,Lunch Menu,213.0,2994.75,data 1,,,July_Data_Matrix (1),2025-07,lunch menu
1,1,Gift Card,1.0,5.99,data 1,,,July_Data_Matrix (1),2025-07,gift card
1,1,Open Food,3.0,5.75,data 1,,,July_Data_Matrix (1),2025-07,open food
1,1,Lunch Special,213.0,2994.75,data 2,Lunch Special,,July_Data_Matrix (1),2025-07,lunch special
1,1,Milk Tea,256.0,1120.75,data 2,Milk Tea,,July_Data_Matrix (1),2025-07,milk tea
1,1,Prep item,42.0,0.0,data 2,Prep item,,July_Data_Matrix (1),2025-07,prep item
1,1,Fried Rice,130.0,1748.27,data 2,Fried Rice,,July_Data_Matrix (1),2025-07,fried rice
1,1,Appetizer,901.0,5012.23,data 2,Appetizer,,July_Data_Matrix (1),2025-07,appetizer
1,1,Fried Chicken,452.0,4676.16,data 2,Fried Chicken,,July_Data_Matrix (1),2025-07,fried chicken
1,1,Additonal,91.0,204.2,data 2,Additonal,,July_Data_Matrix (1),2025-07,additonal
1,1,Ramen,618.0,9153.54,data 2,Ramen,,July_Data_Matrix (1),2025-07,ramen
1,1,Tossed Ramen,581.0,8147.01,data 2,Tossed Ramen,,July_Data_Matrix (1),2025-07,tossed ramen
1,1,Tossed Rice Noodle,252.0,3778.39,data 2,Tossed Rice Noodle,,July_Data_Matrix (1),2025-07,tossed rice noodle
1,1,Gift Card,1.0,5.99,data 2,Gift Card,,July_Data_Matrix (1),2025-07,gift card
1,1,Rice Noodle,315.0,4621.24,data 2,Rice Noodle,,July_Data_Matrix (1),2025-07,rice noodle
1,1,Combo Items,0.0,0.0,data 2,Combo Items,,July_Data_Matrix (1),2025-07,combo items
1,1,Drink,,2445.01,data 2,Drink,,July_Data_Matrix (1),2025-07,drink
1,1,Open Food,3.0,5.75,data 2,Open Food,,July_Data_Matrix (1),2025-07,open food
1,1,Special Offer,118.0,1271.28,data 2,Special Offer,,July_Data_Matrix (1),2025-07,special offer
2,1,Wonton,82.0,910.64,data 2,Wonton,,July_Data_Matrix (1),2025-07,wonton
1,1,Beef Tossed Ramen,321.0,4564.29,data 3,,Beef Tossed Ramen,July_Data_Matrix (1),2025-07,beef tossed ramen
1,1,Beef Ramen,273.0,3986.72,data 3,,Beef Ramen,July_Data_Matrix (1),2025-07,beef ramen
1,1,Lunch Special,213.0,2994.75,data 3,,Lunch Special,July_Data_Matrix (1),2025-07,lunch special
1,1,Chicken Rice Noodle Soup,173.0,2486.42,data 3,,Chicken Rice Noodle Soup,July_Data_Matrix (1),2025-07,chicken rice noodle soup
1,1,Chicken Ramen,127.0,1888.36,data 3,,Chicken Ramen,July_Data_Matrix (1),2025-07,chicken ramen
1,1,Beef Tossed Rice Noodle,112.0,1798.91,data 3,,Beef Tossed Rice Noodle,July_Data_Matrix (1),2025-07,beef tossed rice noodle
1,1,Pork Tossed Ramen,141.0,1907.81,data 3,,Pork Tossed Ramen,July_Data_Matrix (1),2025-07,pork tossed ramen
1,1,Chicken Tossed Ramen,110.0,1541.79,data 3,,Chicken Tossed Ramen,July_Data_Matrix (1),2025-07,chicken tossed ramen
1,1,House Ramen,84.0,1428.07,data 3,,House Ramen,July_Data_Matrix (1),2025-07,house ramen
1,1,Mai Special Fried Chicken(8),152.0,1531.62,data 3,,Mai Special Fried Chicken(8),July_Data_Matrix (1),2025-07,mai special fried chicken(8)
1,1,Pork Ramen,95.0,1321.41,data 3,,Pork Ramen,July_Data_Matrix (1),2025-07,pork ramen
1,1,Chicken Tossed Rice Noodles,80.0,1168.76,data 3,,Chicken Tossed Rice Noodles,July_Data_Matrix (1),2025-07,chicken tossed rice noodles
1,1,Beef Rice Noodle Soup,66.0,1036.74,data 3,,Beef Rice Noodle Soup,July_Data_Matrix (1),2025-07,beef rice noodle soup
1,1,BF chicken cutlet combo,77.0,943.49,data 3,,BF chicken cutlet combo,July_Data_Matrix (1),2025-07,bf chicken cutlet combo
1,1,Sichuan Chili Wontons,82.0,910.64,data 3,,Sichuan Chili Wontons,July_Data_Matrix (1),2025-07,sichuan chili wontons
1,1,Fried Pork Dumplings(10),85.0,763.31,data 3,,Fried Pork Dumplings(10),July_Data_Matrix (1),2025-07,fried pork dumplings(10)
2,1,"Mai's Wing Wheel (Mai OG, Onion, Honey, Coco, Special)",55.0,696.19,data 3,,"Mai's Wing Wheel (Mai OG, Onion, Honey, Coco, Special)",July_Data_Matrix (1),2025-07,"mai's wing wheel (mai og, onion, honey, coco, special)"
2,1,Cream Cheese Rangoon(6),110.0,660.64,data 3,,Cream Cheese Rangoon(6),July_Data_Matrix (1),2025-07,cream cheese rangoon(6)
2,1,Pork Tossed Rice Noodle,48.0,633.9,data 3,,Pork Tossed Rice Noodle,July_Data_Matrix (1),2025-07,pork tossed rice noodle
2,1,Mai's Golden Flake Fried Chicken(8),67.0,680.49,data 3,,Mai's Golden Flake Fried Chicken(8),July_Data_Matrix (1),2025-07,mai's golden flake fried chicken(8)
2,1,Steam Pork Dumplings(10),71.0,633.5,data 3,,Steam Pork Dumplings(10),July_Data_Matrix (1),2025-07,steam pork dumplings(10)
2,1,Mai OG Fried Chicken Wings(4),116.0,587.7,data 3,,Mai OG Fried Chicken Wings(4),July_Data_Matrix (1),2025-07,mai og fried chicken wings(4)
2,1,Crispy Spring Roll(3),137.0,549.0,data 3,,Crispy Spring Roll(3),July_Data_Matrix (1),2025-07,crispy spring roll(3)
2,1,Vegetable Ramen,39.0,528.97,data 3,,Vegetable Ramen,July_Data_Matrix (1),2025-07,vegetable ramen
2,1,Chicken Fried Rice,44.0,571.13,data 3,,Chicken Fried Rice,July_Data_Matrix (1),2025-07,chicken fried rice
2,1,Golden Coconut Crunch Chicken(8),52.0,524.09,data 3,,Golden Coconut Crunch Chicken(8),July_Data_Matrix (1),2025-07,golden coconut crunch chicken(8)
2,1,Crispy Pork Egg Roll(3),119.0,477.61,data 3,,Crispy Pork Egg Roll(3),July_Data_Matrix (1),2025-07,crispy pork egg roll(3)
2,1,Pork Rice Noodle Soup,33.0,444.59,data 3,,Pork Rice Noodle Soup,July_Data_Matrix (1),2025-07,pork rice noodle soup
2,1,Pork Bun (3),74.0,437.03,data 3,,Pork Bun (3),July_Data_Matrix (1),2025-07,pork bun (3)
2,1,House Fried Rice,29.0,419.2,data 3,,House Fried Rice,July_Data_Matrix (1),2025-07,house fried rice
2,1,Brown Sugar Milk Tea w. Boba (24oz),101.0,424.51,data 3,,Brown Sugar Milk Tea w. Boba (24oz),July_Data_Matrix (1),2025-07,brown sugar milk tea w. boba (24oz)
2,1,Tempura Shrimp(3),76.0,376.69,data 3,,Tempura Shrimp(3),July_Data_Matrix (1),2025-07,tempura shrimp(3)
2,1,Dr. Pepper,111.0,327.63,data 3,,Dr. Pepper,July_Data_Matrix (1),2025-07,dr. pepper
2,1,House Rice Noodle Soup,21.0,339.32,data 3,,House Rice Noodle Soup,July_Data_Matrix (1),2025-07,house rice noodle soup
2,1,Citrus Honey Fried Chicken  (8),28.0,275.98,data 3,,Citrus Honey Fried Chicken  (8),July_Data_Matrix (1),2025-07,citrus honey fried chicken  (8)
2,1,Shrimp Fried Rice,19.0,257.36,data 3,,Shrimp Fried Rice,July_Data_Matrix (1),2025-07,shrimp fried rice
2,1,Vegetable Rice Noodle Soup,22.0,314.18,data 3,,Vegetable Rice Noodle Soup,July_Data_Matrix (1),2025-07,vegetable rice noodle soup
2,1,Beef Fried Rice,18.0,247.79,data 3,,Beef Fried Rice,July_Data_Matrix (1),2025-07,beef fried rice
3,1,Mai BF Chicken Cutlet Combo,16.0,225.0,data 3,,Mai BF Chicken Cutlet Combo,July_Data_Matrix (1),2025-07,mai bf chicken cutlet combo
3,1,Sweet Ice Tea,83.0,238.63,data 3,,Sweet Ice Tea,July_Data_Matrix (1),2025-07,sweet ice tea
3,1,Steam Pork Bun （3）,37.0,251.63,data 3,,Steam Pork Bun （3）,July_Data_Matrix (1),2025-07,steam pork bun （3）
3,1,Diet Pepsi,67.0,198.32,data 3,,Diet Pepsi,July_Data_Matrix (1),2025-07,diet pepsi
3,1,Specialty Drink,78.0,224.43,data 3,,Specialty Drink,July_Data_Matrix (1),2025-07,specialty drink
3,1,Unsweet Ice Tea,78.0,218.33,data 3,,Unsweet Ice Tea,July_Data_Matrix (1),2025-07,unsweet ice tea
3,1,Thai Milk Tea w. Boba (24oz),50.0,200.73,data 3,,Thai Milk Tea w. Boba (24oz),July_Data_Matrix (1),2025-07,thai milk tea w. boba (24oz)
3,1,Pepsi,73.0,208.47,data 3,,Pepsi,July_Data_Matrix (1),2025-07,pepsi
3,1,Onion Glory Fried Chicken(8),19.0,180.3,data 3,,Onion Glory Fried Chicken(8),July_Data_Matrix (1),2025-07,onion glory fried chicken(8)
3,1,Pork Fried Rice,13.0,165.57,data 3,,Pork Fried Rice,July_Data_Matrix (1),2025-07,pork fried rice
3,1,Spicy Cucumber Salad,29.0,152.92,data 3,,Spicy Cucumber Salad,July_Data_Matrix (1),2025-07,spicy cucumber salad
3,1,Vegetable Tossed Rice Noodle,11.0,161.14,data 3,,Vegetable Tossed Rice Noodle,July_Data_Matrix (1),2025-07,vegetable tossed rice noodle
3,1,Milk Tea(24oz),28.0,152.95,data 3,,Milk Tea(24oz),July_Data_Matrix (1),2025-07,milk tea(24oz)
3,1,Golden kiwi (16oz),42.0,161.82,data 3,,Golden kiwi (16oz),July_Data_Matrix (1),2025-07,golden kiwi (16oz)
3,1,Strawberry Sunrise（16oz),42.0,152.64,data 3,,Strawberry Sunrise（16oz),July_Data_Matrix (1),2025-07,strawberry sunrise（16oz)
3,1,Strawberry Sunrise Tea,33.0,122.66,data 3,,Strawberry Sunrise Tea,July_Data_Matrix (1),2025-07,strawberry sunrise tea
3,1,Mai Buffalo Chicken Wings(8),14.0,140.33,data 3,,Mai Buffalo Chicken Wings(8),July_Data_Matrix (1),2025-07,mai buffalo chicken wings(8)
3,1,Jumbo Chicken Tenders Combo (3),10.0,98.46,data 3,,Jumbo Chicken Tenders Combo (3),July_Data_Matrix (1),2025-07,jumbo chicken tenders combo (3)
3,1,Starry - Sprite,35.0,100.88,data 3,,Starry - Sprite,July_Data_Matrix (1),2025-07,starry - sprite
3,1,Thai Milk Tea (24oz),17.0,91.2,data 3,,Thai Milk Tea (24oz),July_Data_Matrix (1),2025-07,thai milk tea (24oz)
3,1,Vegetable Fried Rice,7.0,87.21,data 3,,Vegetable Fried Rice,July_Data_Matrix (1),2025-07,vegetable fried rice
3,1,BF chicken cutlet,13.0,85.12,data 3,,BF chicken cutlet,July_Data_Matrix (1),2025-07,bf chicken cutlet
4,1,Jumbo Chicken Tender (3),17.0,84.58,data 3,,Jumbo Chicken Tender (3),July_Data_Matrix (1),2025-07,jumbo chicken tender (3)
4,1,Strawberry Sunrise（24oz),20.0,85.02,data 3,,Strawberry Sunrise（24oz),July_Data_Matrix (1),2025-07,strawberry sunrise（24oz)
4,1,Brown Sugar Rice Cake (5),14.0,75.69,data 3,,Brown Sugar Rice Cake (5),July_Data_Matrix (1),2025-07,brown sugar rice cake (5)
4,1,Crispy French Fries,22.0,85.08,data 3,,Crispy French Fries,July_Data_Matrix (1),2025-07,crispy french fries
4,1,Lemonade,27.0,76.64,data 3,,Lemonade,July_Data_Matrix (1),2025-07,lemonade
4,1,Chili Pepper Fried Chicken（8）,7.0,69.43,data 3,,Chili Pepper Fried Chicken（8）,July_Data_Matrix (1),2025-07,chili pepper fried chicken（8）
4,1,Tangy Honey Mustard Fried Chicken (8),8.0,77.46,data 3,,Tangy Honey Mustard Fried Chicken (8),July_Data_Matrix (1),2025-07,tangy honey mustard fried chicken (8)
4,1,Vegetable Tossed Ramen,5.0,67.24,data 3,,Vegetable Tossed Ramen,July_Data_Matrix (1),2025-07,vegetable tossed ramen
4,1,Sweet Sesame Ball (6) w. red bean,15.0,71.72,data 3,,Sweet Sesame Ball (6) w. red bean,July_Data_Matrix (1),2025-07,sweet sesame ball (6) w. red bean
4,1,Golden kiwi (24oz),17.0,76.02,data 3,,Golden kiwi (24oz),July_Data_Matrix (1),2025-07,golden kiwi (24oz)
4,1,Wasabi Spiced Fried Chicken(8),5.0,59.95,data 3,,Wasabi Spiced Fried Chicken(8),July_Data_Matrix (1),2025-07,wasabi spiced fried chicken(8)
4,1,Wasabi Spiced Fried Chicken (8),6.0,59.94,data 3,,Wasabi Spiced Fried Chicken (8),July_Data_Matrix (1),2025-07,wasabi spiced fried chicken (8)
4,1,Mango Milk Tea (24oz),13.0,59.73,data 3,,Mango Milk Tea (24oz),July_Data_Matrix (1),2025-07,mango milk tea (24oz)
4,1,Brown Sugar Milk Tea NO BOBA (24oz),15.0,56.89,data 3,,Brown Sugar Milk Tea NO BOBA (24oz),July_Data_Matrix (1),2025-07,brown sugar milk tea no boba (24oz)
4,1,Thai Milk Tea NO BOBA (24oz),17.0,67.67,data 3,,Thai Milk Tea NO BOBA (24oz),July_Data_Matrix (1),2025-07,thai milk tea no boba (24oz)
4,1,Strawberry Milk Tea  (24oz),15.0,67.07,data 3,,Strawberry Milk Tea  (24oz),July_Data_Matrix (1),2025-07,strawberry milk tea  (24oz)
4,1,House Tossed Ramen,4.0,65.88,data 3,,House Tossed Ramen,July_Data_Matrix (1),2025-07,house tossed ramen
4,1,Orange Crush,15.0,45.72,data 3,,Orange Crush,July_Data_Matrix (1),2025-07,orange crush
4,1,Hot Tea,18.0,52.81,data 3,,Hot Tea,July_Data_Matrix (1),2025-07,hot tea
4,1,Golden kiwi,12.0,42.72,data 3,,Golden kiwi,July_Data_Matrix (1),2025-07,golden kiwi
4,1,Tangy Honey Mustard Fried Chicken(8),3.0,35.97,data 3,,Tangy Honey Mustard Fried Chicken(8),July_Data_Matrix (1),2025-07,tangy honey mustard fried chicken(8)
4,1,Plain Fried Rice,10.0,38.87,data 3,,Plain Fried Rice,July_Data_Matrix (1),2025-07,plain fried rice
5,1,Pepsi zero,11.0,32.51,data 3,,Pepsi zero,July_Data_Matrix (1),2025-07,pepsi zero
5,1,Chunked Beef,7.0,27.87,data 3,,Chunked Beef,July_Data_Matrix (1),2025-07,chunked beef
5,1,Crispy French Fries(LG),6.0,26.34,data 3,,Crispy French Fries(LG),July_Data_Matrix (1),2025-07,crispy french fries(lg)
5,1,Bottled Soda,17.0,30.15,data 3,,Bottled Soda,July_Data_Matrix (1),2025-07,bottled soda
5,1,Rice Noodle,12.0,18.35,data 3,,Rice Noodle,July_Data_Matrix (1),2025-07,rice noodle
5,1,Pork Bun (1),9.0,19.91,data 3,,Pork Bun (1),July_Data_Matrix (1),2025-07,pork bun (1)
5,1,Ramen,13.0,19.33,data 3,,Ramen,July_Data_Matrix (1),2025-07,ramen
5,1,Braised Egg （2 half）,9.0,17.66,data 3,,Braised Egg （2 half）,July_Data_Matrix (1),2025-07,braised egg （2 half）
5,1,House Tossed Rice Noodle,1.0,15.68,data 3,,House Tossed Rice Noodle,July_Data_Matrix (1),2025-07,house tossed rice noodle
5,1,White Rice-To Go,4.0,14.0,data 3,,White Rice-To Go,July_Data_Matrix (1),2025-07,white rice-to go
5,1,White Rice - DINE IN,16.0,15.8,data 3,,White Rice - DINE IN,July_Data_Matrix (1),2025-07,white rice - dine in
5,1,Chili Pepper Fried Chicken (8),1.0,11.99,data 3,,Chili Pepper Fried Chicken (8),July_Data_Matrix (1),2025-07,chili pepper fried chicken (8)
5,1,Shrimp (8),5.0,14.88,data 3,,Shrimp (8),July_Data_Matrix (1),2025-07,shrimp (8)
5,1,Bottled Water,7.0,13.7,data 3,,Bottled Water,July_Data_Matrix (1),2025-07,bottled water
5,1,Chicken Tender combo w fries and drink,1.0,10.5,data 3,,Chicken Tender combo w fries and drink,July_Data_Matrix (1),2025-07,chicken tender combo w fries and drink
5,1,Braised Pork,3.0,8.62,data 3,,Braised Pork,July_Data_Matrix (1),2025-07,braised pork
5,1,Milkis,2.0,7.18,data 3,,Milkis,July_Data_Matrix (1),2025-07,milkis
5,1,Unsweet Tea,2.0,7.18,data 3,,Unsweet Tea,July_Data_Matrix (1),2025-07,unsweet tea
5,1,White Rice,3.0,11.2,data 3,,White Rice,July_Data_Matrix (1),2025-07,white rice
5,1,Gift Card,1.0,5.99,data 3,,Gift Card,July_Data_Matrix (1),2025-07,gift card
5,1,Open Food,3.0,5.75,data 3,,Open Food,July_Data_Matrix (1),2025-07,open food
5,1,Ramune - Melon,1.0,3.59,data 3,,Ramune - Melon,July_Data_Matrix (1),2025-07,ramune - melon
6,1,Starry,1.0,3.59,data 3,,Starry,July_Data_Matrix (1),2025-07,starry
6,1,Ramune - Strawberry,1.0,3.59,data 3,,Ramune - Strawberry,July_Data_Matrix (1),2025-07,ramune - strawberry
6,1,Coconut Milk,1.0,3.59,data 3,,Coconut Milk,July_Data_Matrix (1),2025-07,coconut milk
6,1,Ramune - Grape,1.0,3.59,data 3,,Ramune - Grape,July_Data_Matrix (1),2025-07,ramune - grape
6,1,Braised Chicken,2.0,6.58,data 3,,Braised Chicken,July_Data_Matrix (1),2025-07,braised chicken
6,1,Mai‘s special Sauce,2.0,2.4,data 3,,Mai‘s special Sauce,July_Data_Matrix (1),2025-07,mai‘s special sauce
6,1,Braised Egg,2.0,4.78,data 3,,Braised Egg,July_Data_Matrix (1),2025-07,braised egg
6,1,Braised Egg （2）,1.0,1.89,data 3,,Braised Egg （2）,July_Data_Matrix (1),2025-07,braised egg （2）
6,1,Mai‘s Special Sauce,2.0,1.98,data 3,,Mai‘s Special Sauce,July_Data_Matrix (1),2025-07,mai‘s special sauce
6,1,Chunked Pork - 5 days exp,2.0,0.0,data 3,,Chunked Pork - 5 days exp,July_Data_Matrix (1),2025-07,chunked pork - 5 days exp
6,1,Water,,0.0,data 3,,Water,July_Data_Matrix (1),2025-07,water
6,1,Chinese Bockchoy- 5 days exp,4.0,0.0,data 3,,Chinese Bockchoy- 5 days exp,July_Data_Matrix (1),2025-07,chinese bockchoy- 5 days exp
6,1,Braised Chicken - 5 days exp,1.0,0.0,data 3,,Braised Chicken - 5 days exp,July_Data_Matrix (1),2025-07,braised chicken - 5 days exp
6,1,Sliced Fruit  - 5 day expiration,26.0,0.0,data 3,,Sliced Fruit  - 5 day expiration,July_Data_Matrix (1),2025-07,sliced fruit  - 5 day expiration
6,1,Brew Tea - 5 days exp,7.0,0.0,data 3,,Brew Tea - 5 days exp,July_Data_Matrix (1),2025-07,brew tea - 5 days exp
6,1,Ramune - Orange,1.0,3.59,data 3,,Ramune - Orange,July_Data_Matrix (1),2025-07,ramune - orange
1,1,Signature Drinks,566.0,2408.42,data 1,,,August_Data_Matrix (1),2025-08,signature drinks
1,1,Lunch Menu,308.0,4160.47,data 1,,,August_Data_Matrix (1),2025-08,lunch menu
1,1,Gift Card,5.0,45.0,data 1,,,August_Data_Matrix (1),2025-08,gift card
1,1,All Day Menu,,58601.83,data 1,,,August_Data_Matrix (1),2025-08,all day menu
1,1,Open Food,1.0,1.5,data 1,,,August_Data_Matrix (1),2025-08,open food
1,1,Wonton,211.0,2355.56,data 2,Wonton,,August_Data_Matrix (1),2025-08,wonton
1,1,Lunch Special,308.0,4160.47,data 2,Lunch Special,,August_Data_Matrix (1),2025-08,lunch special
1,1,Prep item,38.0,1.0,data 2,Prep item,,August_Data_Matrix (1),2025-08,prep item
1,1,Additonal,156.0,395.71,data 2,Additonal,,August_Data_Matrix (1),2025-08,additonal
1,1,Fried Rice,422.0,5385.14,data 2,Fried Rice,,August_Data_Matrix (1),2025-08,fried rice
1,1,Fruit Tea,110.0,452.94,data 2,Fruit Tea,,August_Data_Matrix (1),2025-08,fruit tea
1,1,Fried Chicken,746.0,8590.0,data 2,Fried Chicken,,August_Data_Matrix (1),2025-08,fried chicken
1,1,Appetizer,,6407.17,data 2,Appetizer,,August_Data_Matrix (1),2025-08,appetizer
1,1,Ramen,844.0,12574.53,data 2,Ramen,,August_Data_Matrix (1),2025-08,ramen
1,1,Tossed Ramen,480.0,6908.36,data 2,Tossed Ramen,,August_Data_Matrix (1),2025-08,tossed ramen
1,1,Tossed Rice Noodle,420.0,6232.66,data 2,Tossed Rice Noodle,,August_Data_Matrix (1),2025-08,tossed rice noodle
1,1,Mai Dessert,19.0,111.65,data 2,Mai Dessert,,August_Data_Matrix (1),2025-08,mai dessert
1,1,Rice Noodle,404.0,6053.93,data 2,Rice Noodle,,August_Data_Matrix (1),2025-08,rice noodle
1,1,Gift Card,5.0,45.0,data 2,Gift Card,,August_Data_Matrix (1),2025-08,gift card
1,1,Jas-Lemonade,84.0,346.85,data 2,Jas-Lemonade,,August_Data_Matrix (1),2025-08,jas-lemonade
1,1,Combo Items,0.0,0.0,data 2,Combo Items,,August_Data_Matrix (1),2025-08,combo items
2,1,Drink,,1930.03,data 2,Drink,,August_Data_Matrix (1),2025-08,drink
2,1,Open Food,1.0,1.5,data 2,Open Food,,August_Data_Matrix (1),2025-08,open food
2,1,Special Offer,127.0,1648.21,data 2,Special Offer,,August_Data_Matrix (1),2025-08,special offer
2,1,Milk Tea,374.0,1616.49,data 2,Milk Tea,,August_Data_Matrix (1),2025-08,milk tea
